text,number_sentiment
_MandM Helaas.. En thanks!,1
Taping at Cox then picking up starbucks for the office bc I am so nice,1
Got the keys to my new flat - gorgeous weather for weekend - and i`m spending it 'PACKING',1
 anytime  that`s what Im here for *giggles*,1
 Happy STAR WARS Day,1
 DEMI YOU WERE SO PRETTY WITH YOU`RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,1
_gurl woot,1
 PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,1
whew. did some more vacuuming. what a good time! You should vacuum.,1
Reds win! Great end to a great day,1
 muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,1
It`s Maiko`s (keyboards) birthday today! He`s been a good boy. Maybe he`ll get presents.,1
The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,1
 good morning misfit *passes you Tylenol*,1
Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,1
GOOD LUCK ON FINALS EVERYONE!!!!!!!!!!!!!!!!!,1
"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;",1
ohay clean teeth,1
" oh yeah, that`s right! thanks for reminding me",1
"Want: Trip to Boston next month. Need: Addit`l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.",1
_grl love your new profile pic,1
"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",1
happpppy mothers day,1
" haven`t read that book, but heard of it. Feed, spay, love is a great motto for pet owners  although there is more involved",1
office hours/trying to make my computer feel better.,1
 http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,1
i likee you  a lott lott .  think you really hot hot (8) good night,1
" Masson I`ll give you the link, it`s quite handy",1
 Already got my ticket; thanks for making sure though!,1
Weekends are Great....if you don`t have to work them.,1
" Yes, this NBA song is great!!!  Got an old funny NBA cheerleader remix song. Ohrwurm of the day 'colorblind'.",1
"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",1
Boredddddd Follower  Shes AMAZING!!  *Broken*,1
LMAO! listening to the great Bob Marley!  Wow hes so awesome,1
" Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",1
" In other words, a perfect run, right?",1
 just made my day: http://tinyurl.com/cumqmv,1
 Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,1
Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!,1
 thank YOU!! You guys did awesome things for my blog tonight  so grateful!!,1
   I`m a Metsies fan also! Boo Hoo,1
   Thank you soooo much!!!      Bella,1
ready for a day full of His presence  i`m expecting the best!,1
" Hmm... it`s a miracle you`re using twitter, and it`s fun... so... Tweet!",1
"I don`t believe it, my puppy likes brussels sprouts!",1
 ooh ouch!   lovely weather but ****! cover up sugar! x,1
"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",1
LOVED Britain`s got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can`t say I noticed?!!,1
"Hey, Good Morning guys!!",1
Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,1
 thanks  lyxxx,1
Morning twitts heading home  had a great sleep over w. my bf Tennille!,1
"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",1
"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",1
I`m going home now. Have you seen my new twitter design? Quite....heavenly isn`****?,1
What`s up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,1
_in_love aww me too!!!  we miss you.,1
" LOL good to know the time in LA, it`s a 9h time difference ...  good morning to ya",1
 everythings fine now,1
 (blinks fast) its better now ... Lol thanks :-*,1
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,1
 oh haha thanks again! that`s something new!,1
 omg! shannon Happy Birthday!!!! I`m celebrating for you!,1
Love johnny deep looks in public enemies (L) I`ll catch this film when show in HK,1
" have a great time in the Hamptons. Hope it`s for some relaxation, not for work",1
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",1
I think im becoming obsessed with MGMT- kids  <3,1
Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.,1
 but lorraine kelly is a sexy mama!,1
Last night went really well. Got some cracking shots,1
" Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",1
"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",1
Going to church in the morning...happy mommas day almost,1
I wish my grandmother had taken me to the US with her,1
i`ve heard Basment Jaxx`s new song 'Raindrops'...that`s fantastic!!! and makes me dancing  i can`t wait Fuji Rock Festival...,1
" mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",1
 So stinkin` adorable!  I want to come check out the studio,1
 you`re a big man for embracing your tears,1
Watching loudQUIETloud documentary about the ever awesome Pixies. Realised Joey Santiago and David Lovering are Twitterers. Fantastic,1
There are some great honey based recipes for you & the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,1
 apparently!  Haven`t tried the site tho. Maybe will get better results.,1
 You should direct your 'wanting to invest in ' questions to  or .  They are the big cheeses.,1
happy mom`s day,1
God the weather in London is ammmmazing! Yet I`m on a train half the day,1
 yup it gets better again after S4,1
Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,1
"Just got done discing, found two discs in the last two days. Solid.  Wish  would treat my koozie better and not throw it around",1
"went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less",1
The  3d movie was amazing but a little to short  i wanted more!!,1
Hoping the day gets better now,1
 hahaha u can use my phone everywhere... just use a wi-fi,1
Enjoyed x-men w/   now it`s time to rest up for this drive home...happy mother`s day twit-moms!!!,1
http://twitpic.com/4jfkw - AFC! Oh yess,1
" Amazing! The concert, the city, everything. It was really an awesome trip",1
 It`s been interesting today... to say the least. Overall a good day,1
"oficially mother`s day! Hug & kissa Ur mom today more than U do everyday  cooking 4 her is a good idea, i`m making enchiladas suizas =]",1
Britain`s got (good) Weather. I wish I had some of that over here.,1
friday night is my fav night of the week but now I have to go to stupid dog training classes,1
happy to b home .. then my mind wanders an I can`t sleep,1
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,1
Morning.. Coffee and fresh air,1
happy mommys day!,1
i think they play michael buble in Heaven. He`s that great.,1
May the 4th be with you    Happy Star Wars Day !!!,1
http://twitpic.com/6814w - So glad Sam is in a good mood,1
 yay! you should do it. just think about the animals and it`s not as hard,1
"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.",1
Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,1
"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one",1
 you can put a saucepan full of water on the cooker to heat up the water...indian style  scrabbled are the best!!!!,1
" Ooh, I love sweet potato fries! We should definitely go.",1
 Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,1
 i`m playing good because i`m a big baby,1
Happy Mothers Day Everybody!!!!!!,1
Love my mommy happy mothers day,1
"_ kk`s  have fun eating lol, remember shaun loves you haha",1
Sunday morning and i realised im a film snob  as it said on MSN entertainment,1
"so its been forever since I`ve tweet, just wanted to say thaty I love bill! and I hope ya`ll have an amazing week",1
 http://bit.ly/Msize  There you go dear  I love her Janelle,1
_ara Good to hear that  Allah aapko sehat de (Y),1
 Awesome! that`s how I wanna roll when I become mogul status,1
 Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy,1
 Man it will be a sweep no worries,1
happy happy joy joy    is that good enough for you,1
Happy Star Wars Day  - May the Fourth be with you,1
Dinner with the parental unit is always grand,1
 ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,1
Can`t believe i`m spending my lunch break inside @ my desk,1
 Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,1
 Oohh Yaay like it !  ?    Love ya,1
"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",1
 nice one,1
" aw, that`s cute",1
hoping to hear from you all soon,1
 a walk in the clouds; sweet november; lake house.,1
": G`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",1
Ooooo! I`m lovin the First Lady`s fuschia sheath dress! Tres chic! I want her arms!,1
"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn`t ask for anything more. i love being happy",1
 He needs to go back to his Scotty. That is what he was using when he won last year,1
morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,1
listening to some bands recommended to me by Sarrah  i really like the friday night boys <3,1
wish i didnt have to go to work tonight,1
 Sounds good. 'This patch was brought to you by ...',1
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,1
_ray Bright Eyes=Contentment,1
" yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",1
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",1
 WOW.How sweet!,1
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,1
 Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,1
_musings Good morning!  It is raining here,1
HAPPY MOTHER`S DAY to ALL MOM`S HERE and to YOUR MOMS too,1
 he`ll be 3 in july! I`m just soo stoked!!!!  Especially since he sleeps with us LOL  He refuses to wear diapers anymore,1
" thanks lovely, will let you know when its up and ready! The baby havs are gorgeous, I want something to put in them  x",1
